bit_index,mean_value,positive_rate,entropy
512,0.707188,0.853594,0.6007727531219859
513,-0.536368,0.231816,0.7811635915470336
514,0.779508,0.889754,0.5006575228040072
515,0.715052,0.857526,0.5906815032257853
516,0.762924,0.881462,0.5251437391465936
517,0.527648,0.763824,0.7886230587822283
518,0.527648,0.763824,0.7886230587822283
519,0.803876,0.901938,0.4628220013711464
520,-0.951184,0.024408,0.1655215211125411
521,0.456532,0.728266,0.8439418277080191
522,-0.6741,0.16295,0.6413204134127191
523,-0.6741,0.16295,0.6413204134127191
524,0.666236,0.833118,0.6505221694209273
525,0.6741,0.83705,0.6413204134127192
526,0.68282,0.84141,0.63092569111122
527,-0.561084,0.219458,0.7591765912816286
528,0.527648,0.763824,0.7886230587822283
529,-0.6741,0.16295,0.6413204134127191
530,-0.73276,0.13362,0.5672831199242286
531,0.674956,0.837478,0.6403089854012693
532,0.55322,0.77661,0.7663094110834687
533,0.707188,0.853594,0.6007727531219859
534,-0.674956,0.162522,0.6403089854012692
535,0.674956,0.837478,0.6403089854012693
536,-0.674956,0.162522,0.6403089854012692
537,0.707188,0.853594,0.6007727531219859
538,-0.49456,0.25272,0.8155608278147763
539,0.456532,0.728266,0.8439418277080191
540,-0.456532,0.271734,0.8439418277080188
541,0.6741,0.83705,0.6413204134127192
542,-0.812596,0.093702,0.44870736426766766
543,0.49456,0.74728,0.8155608278147761
544,-0.456532,0.271734,0.8439418277080188
545,0.73276,0.86638,0.5672831199242285
546,0.666236,0.833118,0.6505221694209273
547,0.276992,0.638496,0.9439245443200717
548,-0.707188,0.146406,0.6007727531219859
549,0.55322,0.77661,0.7663094110834687
550,-0.56194,0.21903,0.7583923520724396
551,-0.707188,0.146406,0.6007727531219859
552,0.666236,0.833118,0.6505221694209273
553,0.951184,0.975592,0.16552152111254104
554,0.771644,0.885822,0.5123908501789547
555,-0.771644,0.114178,0.5123908501789547
556,-0.527648,0.236176,0.788623058782228
557,0.73276,0.86638,0.5672831199242285
558,0.527648,0.763824,0.7886230587822283
559,-0.465252,0.267374,0.8376712020701157
560,0.803876,0.901938,0.4628220013711464
561,-0.6741,0.16295,0.6413204134127191
562,-0.812596,0.093702,0.44870736426766766
563,-0.762924,0.118538,0.5251437391465936
564,0.6741,0.83705,0.6413204134127192
565,-0.674956,0.162522,0.6403089854012692
566,-0.942464,0.028768,0.1881753046849809
567,-0.715032,0.142484,0.5907073974528506
568,0.535512,0.767756,0.7819026357499015
569,0.252624,0.626312,0.953461803717413
570,-0.536368,0.231816,0.7811635915470336
571,0.6741,0.83705,0.6413204134127192
572,0.520132,0.760066,0.7949305064627987
573,0.666236,0.833118,0.6505221694209273
574,-0.464396,0.267802,0.8382929329070363
575,0.521008,0.760504,0.7942011399621722
576,0.486696,0.743348,0.8216520516312923
577,0.771644,0.885822,0.5123908501789547
578,-0.6741,0.16295,0.6413204134127191
579,0.527648,0.763824,0.7886230587822283
580,0.74148,0.87074,0.5554052340042999
581,-0.464396,0.267802,0.8382929329070363
582,0.56194,0.78097,0.7583923520724396
583,0.527648,0.763824,0.7886230587822283
584,-0.527648,0.236176,0.788623058782228
585,-0.803876,0.098062,0.4628220013711464
586,-0.6741,0.16295,0.6413204134127191
587,0.674956,0.837478,0.6403089854012693
588,0.49456,0.74728,0.8155608278147761
589,-0.666236,0.166882,0.6505221694209273
590,0.803876,0.901938,0.4628220013711464
591,0.56194,0.78097,0.7583923520724396
592,-0.674956,0.162522,0.6403089854012692
593,0.666236,0.833118,0.6505221694209273
594,-0.762924,0.118538,0.5251437391465936
595,0.771644,0.885822,0.5123908501789547
596,0.49456,0.74728,0.8155608278147761
597,-0.50328,0.24836,0.808668423419373
598,-0.56194,0.21903,0.7583923520724396
599,-0.803876,0.098062,0.4628220013711464
600,0.464396,0.732198,0.8382929329070363
601,0.803876,0.901938,0.4628220013711464
602,-0.49456,0.25272,0.8155608278147763
603,0.68282,0.84141,0.63092569111122
604,0.707188,0.853594,0.6007727531219859
605,-0.951184,0.024408,0.1655215211125411
606,0.803876,0.901938,0.4628220013711464
607,-0.707188,0.146406,0.6007727531219859
608,-0.536368,0.231816,0.7811635915470336
609,0.456532,0.728266,0.8439418277080191
610,0.81174,0.90587,0.4501070112245288
611,0.284856,0.642428,0.9406492919680538
612,0.569804,0.784902,0.7511150374752427
613,-0.49456,0.25272,0.8155608278147763
614,0.6741,0.83705,0.6413204134127192
615,0.6741,0.83705,0.6413204134127192
616,-0.762924,0.118538,0.5251437391465936
617,-0.707188,0.146406,0.6007727531219859
618,0.803876,0.901938,0.4628220013711464
619,0.666236,0.833118,0.6505221694209273
620,0.666236,0.833118,0.6505221694209273
621,-0.707188,0.146406,0.6007727531219859
622,0.6741,0.83705,0.6413204134127192
623,0.707188,0.853594,0.6007727531219859
624,-0.49456,0.25272,0.8155608278147763
625,0.803876,0.901938,0.4628220013711464
626,-0.707188,0.146406,0.6007727531219859
627,-0.803876,0.098062,0.4628220013711464
628,-0.68282,0.15859,0.63092569111122
629,-0.812596,0.093702,0.44870736426766766
630,-0.284856,0.357572,0.9406492919680538
631,0.456532,0.728266,0.8439418277080191
632,-0.464396,0.267802,0.8382929329070363
633,-0.771644,0.114178,0.5123908501789547
634,0.707188,0.853594,0.6007727531219859
635,-0.527648,0.236176,0.788623058782228
636,-0.666236,0.166882,0.6505221694209273
637,0.535512,0.767756,0.7819026357499015
638,0.464396,0.732198,0.8382929329070363
639,0.486696,0.743348,0.8216520516312923
640,-0.942464,0.028768,0.1881753046849809
641,-0.527648,0.236176,0.788623058782228
642,0.495416,0.747708,0.8148906891761454
643,0.803876,0.901938,0.4628220013711464
644,0.536368,0.768184,0.7811635915470337
645,-0.55322,0.22339,0.7663094110834687
646,0.707188,0.853594,0.6007727531219859
647,0.771644,0.885822,0.5123908501789547
648,-0.495416,0.252292,0.8148906891761454
649,-0.464396,0.267802,0.8382929329070363
650,0.6741,0.83705,0.6413204134127192
651,-0.812596,0.093702,0.44870736426766766
652,-0.812596,0.093702,0.44870736426766766
653,-0.6741,0.16295,0.6413204134127191
654,0.55322,0.77661,0.7663094110834687
655,0.666236,0.833118,0.6505221694209273
656,-0.803876,0.098062,0.4628220013711464
657,0.803876,0.901938,0.4628220013711464
658,-0.536368,0.231816,0.7811635915470336
659,0.569804,0.784902,0.7511150374752427
660,-0.527648,0.236176,0.788623058782228
661,-0.464396,0.267802,0.8382929329070363
662,-0.762924,0.118538,0.5251437391465936
663,0.812596,0.906298,0.4487073642676676
664,0.771644,0.885822,0.5123908501789547
665,0.527648,0.763824,0.7886230587822283
666,0.495416,0.747708,0.8148906891761454
667,0.707188,0.853594,0.6007727531219859
668,0.707188,0.853594,0.6007727531219859
669,-0.50328,0.24836,0.808668423419373
670,0.6741,0.83705,0.6413204134127192
671,0.6741,0.83705,0.6413204134127192
672,0.73276,0.86638,0.5672831199242285
673,-0.803876,0.098062,0.4628220013711464
674,0.50328,0.75164,0.8086684234193731
675,-0.49456,0.25272,0.8155608278147763
676,-0.49456,0.25272,0.8155608278147763
677,0.527648,0.763824,0.7886230587822283
678,-0.6741,0.16295,0.6413204134127191
679,0.456532,0.728266,0.8439418277080191
680,-0.527648,0.236176,0.788623058782228
681,-0.535512,0.232244,0.7819026357499015
682,-0.423444,0.288278,0.8664864243209797
683,-0.6741,0.16295,0.6413204134127191
684,-0.951184,0.024408,0.1655215211125411
685,0.56194,0.78097,0.7583923520724396
686,-0.486696,0.256652,0.8216520516312923
687,0.6741,0.83705,0.6413204134127192
688,-0.803876,0.098062,0.4628220013711464
689,0.771644,0.885822,0.5123908501789547
690,0.6741,0.83705,0.6413204134127192
691,-0.666236,0.166882,0.6505221694209273
692,0.49456,0.74728,0.8155608278147761
693,0.666236,0.833118,0.6505221694209273
694,0.749344,0.874672,0.5444845466068235
695,-0.423444,0.288278,0.8664864243209797
696,0.73276,0.86638,0.5672831199242285
697,-0.55322,0.22339,0.7663094110834687
698,0.456532,0.728266,0.8439418277080191
699,0.49456,0.74728,0.8155608278147761
700,0.456532,0.728266,0.8439418277080191
701,-0.456532,0.271734,0.8439418277080188
702,-0.803876,0.098062,0.4628220013711464
703,0.527648,0.763824,0.7886230587822283
704,0.252624,0.626312,0.953461803717413
705,0.49456,0.74728,0.8155608278147761
706,0.812596,0.906298,0.4487073642676676
707,0.740624,0.870312,0.5565819025671216
708,0.527648,0.763824,0.7886230587822283
709,-0.6741,0.16295,0.6413204134127191
710,0.666236,0.833118,0.6505221694209273
711,0.284856,0.642428,0.9406492919680538
712,-0.49456,0.25272,0.8155608278147763
713,-0.771644,0.114178,0.5123908501789547
714,0.73276,0.86638,0.5672831199242285
715,-0.740624,0.129688,0.5565819025671216
716,0.423444,0.711722,0.8664864243209798
717,0.6741,0.83705,0.6413204134127192
718,0.803876,0.901938,0.4628220013711464
719,0.73276,0.86638,0.5672831199242285
720,-0.983416,0.008292,0.06924451181734556
721,-0.707188,0.146406,0.6007727531219859
722,0.527648,0.763824,0.7886230587822283
723,-0.49456,0.25272,0.8155608278147763
724,-0.666236,0.166882,0.6505221694209273
725,-0.708392,0.145804,0.5992394265428214
726,-0.486696,0.256652,0.8216520516312923
727,-0.771644,0.114178,0.5123908501789547
728,-0.464396,0.267802,0.8382929329070363
729,0.771644,0.885822,0.5123908501789547
730,0.4243,0.71215,0.8659277309724589
731,0.708392,0.854196,0.5992394265428214
732,0.707188,0.853594,0.6007727531219859
733,0.707188,0.853594,0.6007727531219859
734,-0.6741,0.16295,0.6413204134127191
735,-0.527648,0.236176,0.788623058782228
736,-0.707188,0.146406,0.6007727531219859
737,0.535512,0.767756,0.7819026357499015
738,0.49456,0.74728,0.8155608278147761
739,0.707188,0.853594,0.6007727531219859
740,0.527648,0.763824,0.7886230587822283
741,-0.74148,0.12926,0.5554052340042999
742,-0.812596,0.093702,0.44870736426766766
743,-0.527648,0.236176,0.788623058782228
744,0.666236,0.833118,0.6505221694209273
745,-0.456532,0.271734,0.8439418277080188
746,-0.771644,0.114178,0.5123908501789547
747,-0.803876,0.098062,0.4628220013711464
748,-0.50328,0.24836,0.808668423419373
749,-0.707188,0.146406,0.6007727531219859
750,-0.666236,0.166882,0.6505221694209273
751,-0.803876,0.098062,0.4628220013711464
752,0.423444,0.711722,0.8664864243209798
753,-0.56194,0.21903,0.7583923520724396
754,-0.464396,0.267802,0.8382929329070363
755,0.779508,0.889754,0.5006575228040072
756,0.527648,0.763824,0.7886230587822283
757,-0.55322,0.22339,0.7663094110834687
758,0.771644,0.885822,0.5123908501789547
759,0.464396,0.732198,0.8382929329070363
760,-0.561084,0.219458,0.7591765912816286
761,-0.527648,0.236176,0.788623058782228
762,0.68282,0.84141,0.63092569111122
763,-0.666236,0.166882,0.6505221694209273
764,-0.520988,0.239506,0.794217809108885
765,0.527648,0.763824,0.7886230587822283
766,-0.49456,0.25272,0.8155608278147763
767,-0.50328,0.24836,0.808668423419373
768,0.707188,0.853594,0.6007727531219859
769,0.666236,0.833118,0.6505221694209273
770,-0.666236,0.166882,0.6505221694209273
771,-0.56194,0.21903,0.7583923520724396
772,-0.495416,0.252292,0.8148906891761454
773,-0.56194,0.21903,0.7583923520724396
774,-0.527648,0.236176,0.788623058782228
775,-0.771644,0.114178,0.5123908501789547
776,-0.464396,0.267802,0.8382929329070363
777,0.707188,0.853594,0.6007727531219859
778,0.707188,0.853594,0.6007727531219859
779,0.50328,0.75164,0.8086684234193731
780,0.68282,0.84141,0.63092569111122
781,0.707188,0.853594,0.6007727531219859
782,-0.73276,0.13362,0.5672831199242286
783,-0.56194,0.21903,0.7583923520724396
784,-0.49456,0.25272,0.8155608278147763
785,-0.666236,0.166882,0.6505221694209273
786,0.486696,0.743348,0.8216520516312923
787,-0.942464,0.028768,0.1881753046849809
788,-0.803876,0.098062,0.4628220013711464
789,0.68282,0.84141,0.63092569111122
790,0.73276,0.86638,0.5672831199242285
791,0.6741,0.83705,0.6413204134127192
792,0.666236,0.833118,0.6505221694209273
793,-0.423444,0.288278,0.8664864243209797
794,0.771644,0.885822,0.5123908501789547
795,0.666236,0.833118,0.6505221694209273
796,0.4243,0.71215,0.8659277309724589
797,0.666236,0.833118,0.6505221694209273
798,-0.803876,0.098062,0.4628220013711464
799,-0.495416,0.252292,0.8148906891761454
800,-0.73276,0.13362,0.5672831199242286
801,-0.803876,0.098062,0.4628220013711464
802,-0.6741,0.16295,0.6413204134127191
803,0.803876,0.901938,0.4628220013711464
804,-0.762924,0.118538,0.5251437391465936
805,-0.771644,0.114178,0.5123908501789547
806,-0.674956,0.162522,0.6403089854012692
807,-0.527648,0.236176,0.788623058782228
808,-0.50328,0.24836,0.808668423419373
809,0.6741,0.83705,0.6413204134127192
810,-0.771644,0.114178,0.5123908501789547
811,-0.495416,0.252292,0.8148906891761454
812,-0.535512,0.232244,0.7819026357499015
813,0.464396,0.732198,0.8382929329070363
814,0.771644,0.885822,0.5123908501789547
815,0.707188,0.853594,0.6007727531219859
816,-0.803876,0.098062,0.4628220013711464
817,-0.674956,0.162522,0.6403089854012692
818,-0.771644,0.114178,0.5123908501789547
819,0.749344,0.874672,0.5444845466068235
820,0.6741,0.83705,0.6413204134127192
821,0.527648,0.763824,0.7886230587822283
822,-0.674956,0.162522,0.6403089854012692
823,-0.536368,0.231816,0.7811635915470336
824,-0.6741,0.16295,0.6413204134127191
825,0.68282,0.84141,0.63092569111122
826,0.55322,0.77661,0.7663094110834687
827,0.666236,0.833118,0.6505221694209273
828,-0.666236,0.166882,0.6505221694209273
829,-0.456532,0.271734,0.8439418277080188
830,0.527648,0.763824,0.7886230587822283
831,0.50328,0.75164,0.8086684234193731
832,0.56194,0.78097,0.7583923520724396
833,0.49456,0.74728,0.8155608278147761
834,-0.749344,0.125328,0.5444845466068235
835,-0.803876,0.098062,0.4628220013711464
836,-0.520132,0.239934,0.7949305064627987
837,0.495416,0.747708,0.8148906891761454
838,-0.951184,0.024408,0.1655215211125411
839,0.812596,0.906298,0.4487073642676676
840,0.779508,0.889754,0.5006575228040072
841,0.73276,0.86638,0.5672831199242285
842,0.707188,0.853594,0.6007727531219859
843,-0.6741,0.16295,0.6413204134127191
844,0.803876,0.901938,0.4628220013711464
845,0.707188,0.853594,0.6007727531219859
846,-0.527648,0.236176,0.788623058782228
847,-0.771644,0.114178,0.5123908501789547
848,0.812596,0.906298,0.4487073642676676
849,-0.707188,0.146406,0.6007727531219859
850,0.771644,0.885822,0.5123908501789547
851,-0.707188,0.146406,0.6007727531219859
852,-0.951184,0.024408,0.1655215211125411
853,0.740624,0.870312,0.5565819025671216
854,0.6741,0.83705,0.6413204134127192
855,-0.666236,0.166882,0.6505221694209273
856,-0.6741,0.16295,0.6413204134127191
857,-0.6741,0.16295,0.6413204134127191
858,-0.666236,0.166882,0.6505221694209273
859,0.6741,0.83705,0.6413204134127192
860,0.49456,0.74728,0.8155608278147761
861,-0.284856,0.357572,0.9406492919680538
862,0.771644,0.885822,0.5123908501789547
863,0.707188,0.853594,0.6007727531219859
864,-0.456532,0.271734,0.8439418277080188
865,0.666236,0.833118,0.6505221694209273
866,0.707188,0.853594,0.6007727531219859
867,-0.803876,0.098062,0.4628220013711464
868,0.284856,0.642428,0.9406492919680538
869,-0.771644,0.114178,0.5123908501789547
870,0.527648,0.763824,0.7886230587822283
871,-0.464396,0.267802,0.8382929329070363
872,-0.771644,0.114178,0.5123908501789547
873,-0.99128,0.00436,0.04046516668765033
874,0.456532,0.728266,0.8439418277080191
875,0.666236,0.833118,0.6505221694209273
876,-0.6741,0.16295,0.6413204134127191
877,0.666236,0.833118,0.6505221694209273
878,-0.536368,0.231816,0.7811635915470336
879,-0.666236,0.166882,0.6505221694209273
880,-0.674956,0.162522,0.6403089854012692
881,-0.520988,0.239506,0.794217809108885
882,-0.6741,0.16295,0.6413204134127191
883,0.536368,0.768184,0.7811635915470337
884,0.464396,0.732198,0.8382929329070363
885,0.68282,0.84141,0.63092569111122
886,0.762924,0.881462,0.5251437391465936
887,0.464396,0.732198,0.8382929329070363
888,-0.535512,0.232244,0.7819026357499015
889,0.527648,0.763824,0.7886230587822283
890,0.527648,0.763824,0.7886230587822283
891,-0.495416,0.252292,0.8148906891761454
892,0.456532,0.728266,0.8439418277080191
893,-0.666236,0.166882,0.6505221694209273
894,0.707188,0.853594,0.6007727531219859
895,0.951184,0.975592,0.16552152111254104
896,0.771644,0.885822,0.5123908501789547
897,-0.666236,0.166882,0.6505221694209273
898,-0.527648,0.236176,0.788623058782228
899,-0.674956,0.162522,0.6403089854012692
900,-0.535512,0.232244,0.7819026357499015
901,0.812596,0.906298,0.4487073642676676
902,-0.951184,0.024408,0.1655215211125411
903,0.749344,0.874672,0.5444845466068235
904,-0.527648,0.236176,0.788623058782228
905,-0.951184,0.024408,0.1655215211125411
906,-0.951184,0.024408,0.1655215211125411
907,-0.6741,0.16295,0.6413204134127191
908,-0.527648,0.236176,0.788623058782228
909,0.707188,0.853594,0.6007727531219859
910,0.707188,0.853594,0.6007727531219859
911,0.6741,0.83705,0.6413204134127192
912,0.762924,0.881462,0.5251437391465936
913,0.812596,0.906298,0.4487073642676676
914,0.456532,0.728266,0.8439418277080191
915,0.674956,0.837478,0.6403089854012693
916,0.527648,0.763824,0.7886230587822283
917,-0.73276,0.13362,0.5672831199242286
918,-0.527648,0.236176,0.788623058782228
919,0.456532,0.728266,0.8439418277080191
920,-0.951184,0.024408,0.1655215211125411
921,0.6741,0.83705,0.6413204134127192
922,0.527648,0.763824,0.7886230587822283
923,-0.6741,0.16295,0.6413204134127191
924,0.666236,0.833118,0.6505221694209273
925,-0.771644,0.114178,0.5123908501789547
926,0.464396,0.732198,0.8382929329070363
927,-0.707188,0.146406,0.6007727531219859
928,-0.284856,0.357572,0.9406492919680538
929,-0.527648,0.236176,0.788623058782228
930,-0.762924,0.118538,0.5251437391465936
931,0.4243,0.71215,0.8659277309724589
932,0.50328,0.75164,0.8086684234193731
933,0.464396,0.732198,0.8382929329070363
934,-0.6741,0.16295,0.6413204134127191
935,-0.55322,0.22339,0.7663094110834687
936,0.951184,0.975592,0.16552152111254104
937,0.6741,0.83705,0.6413204134127192
938,-0.56194,0.21903,0.7583923520724396
939,-0.983416,0.008292,0.06924451181734556
940,0.464396,0.732198,0.8382929329070363
941,-0.464396,0.267802,0.8382929329070363
942,0.284856,0.642428,0.9406492919680538
943,0.50328,0.75164,0.8086684234193731
944,-0.700528,0.149736,0.6091792501189194
945,-0.527648,0.236176,0.788623058782228
946,-0.73276,0.13362,0.5672831199242286
947,0.464396,0.732198,0.8382929329070363
948,0.951184,0.975592,0.16552152111254104
949,0.527648,0.763824,0.7886230587822283
950,-0.771644,0.114178,0.5123908501789547
951,0.6741,0.83705,0.6413204134127192
952,0.49456,0.74728,0.8155608278147761
953,0.535512,0.767756,0.7819026357499015
954,-0.49456,0.25272,0.8155608278147763
955,-0.803876,0.098062,0.4628220013711464
956,-0.495416,0.252292,0.8148906891761454
957,-0.707188,0.146406,0.6007727531219859
958,0.68282,0.84141,0.63092569111122
959,-0.56194,0.21903,0.7583923520724396
960,0.527648,0.763824,0.7886230587822283
961,0.456532,0.728266,0.8439418277080191
962,0.56194,0.78097,0.7583923520724396
963,-0.50328,0.24836,0.808668423419373
964,0.6741,0.83705,0.6413204134127192
965,0.569804,0.784902,0.7511150374752427
966,0.456532,0.728266,0.8439418277080191
967,0.803876,0.901938,0.4628220013711464
968,-0.707188,0.146406,0.6007727531219859
969,0.527648,0.763824,0.7886230587822283
970,-0.699672,0.150164,0.6102505626474538
971,-0.50328,0.24836,0.808668423419373
972,0.674956,0.837478,0.6403089854012693
973,-0.536368,0.231816,0.7811635915470336
974,-0.666236,0.166882,0.6505221694209273
975,0.50328,0.75164,0.8086684234193731
976,-0.700528,0.149736,0.6091792501189194
977,-0.771644,0.114178,0.5123908501789547
978,0.771644,0.885822,0.5123908501789547
979,0.707188,0.853594,0.6007727531219859
980,-0.527648,0.236176,0.788623058782228
981,-0.803876,0.098062,0.4628220013711464
982,-0.423444,0.288278,0.8664864243209797
983,0.276992,0.638496,0.9439245443200717
984,-0.6741,0.16295,0.6413204134127191
985,0.674956,0.837478,0.6403089854012693
986,0.50328,0.75164,0.8086684234193731
987,0.56194,0.78097,0.7583923520724396
988,0.6741,0.83705,0.6413204134127192
989,-0.707188,0.146406,0.6007727531219859
990,-0.520988,0.239506,0.794217809108885
991,0.771644,0.885822,0.5123908501789547
992,0.6741,0.83705,0.6413204134127192
993,0.771644,0.885822,0.5123908501789547
994,-0.4243,0.28785,0.8659277309724589
995,-0.49456,0.25272,0.8155608278147763
996,0.803876,0.901938,0.4628220013711464
997,0.6741,0.83705,0.6413204134127192
998,-0.456532,0.271734,0.8439418277080188
999,0.707188,0.853594,0.6007727531219859
1000,0.749344,0.874672,0.5444845466068235
1001,0.56194,0.78097,0.7583923520724396
1002,0.527648,0.763824,0.7886230587822283
1003,0.6741,0.83705,0.6413204134127192
1004,0.49456,0.74728,0.8155608278147761
1005,-0.707188,0.146406,0.6007727531219859
1006,-0.666236,0.166882,0.6505221694209273
1007,-0.6741,0.16295,0.6413204134127191
1008,-0.762924,0.118538,0.5251437391465936
1009,0.771644,0.885822,0.5123908501789547
1010,-0.49456,0.25272,0.8155608278147763
1011,0.284856,0.642428,0.9406492919680538
1012,-0.674956,0.162522,0.6403089854012692
1013,0.707188,0.853594,0.6007727531219859
1014,0.486696,0.743348,0.8216520516312923
1015,-0.771644,0.114178,0.5123908501789547
1016,-0.771644,0.114178,0.5123908501789547
1017,-0.771644,0.114178,0.5123908501789547
1018,0.707188,0.853594,0.6007727531219859
1019,0.527648,0.763824,0.7886230587822283
1020,0.6741,0.83705,0.6413204134127192
1021,-0.56194,0.21903,0.7583923520724396
1022,-0.951184,0.024408,0.1655215211125411
1023,0.68282,0.84141,0.63092569111122
